"","locus","stratum","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","obs_minus_exp","num.snps"
"684","Dc22887","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.159634055265123,0.173076923076923,-0.0134428678117997,1
"685","Dc27955","Bird's Head-Summer",43,9,0.826923076923077,2,0.0465116279069767,0,0.373461012311902,0.211538461538462,0.16192255077344,1
"686","Dc28124","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.307692307692308,-0.0448095593726662,1
"687","Dc28776","Bird's Head-Summer",48,4,0.923076923076923,2,0.0416666666666667,0,0.378947368421053,0.307692307692308,0.0712550607287449,1
"688","Dc30071","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.495437779072025,0.538461538461538,-0.0430237593895135,1
"689","Dc31007","Bird's Head-Summer",35,17,0.673076923076923,2,0.0571428571428571,0,0.205383022774327,0.153846153846154,0.0515368689281732,1
"690","Dc33714","Bird's Head-Summer",51,1,0.980769230769231,3,0.0588235294117647,0.0196078431372549,0.50475635798874,0.519230769230769,-0.0144744112420293,2
"691","Dc33907","Bird's Head-Summer",49,3,0.942307692307692,2,0.0408163265306122,0,0.315800547022933,0.365384615384615,-0.0495840683616826,1
"692","Dc34902","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.143390589992532,0.153846153846154,-0.0104555638536222,1
"693","Dc35779","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.235250186706497,0.230769230769231,0.00448095593726641,1
"694","Dc36571","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.497961560861969,0.557692307692308,-0.0597307468303391,1
"695","Dc36616","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.406086631814787,0.403846153846154,0.00224047796863336,1
"696","Dc36767","Bird's Head-Summer",31,21,0.596153846153846,3,0.0967741935483871,0,0.497091485986251,0.307692307692308,0.189399178293943,2
"697","Dc40235","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.230769230769231,0.0321135175504108,1
"698","Dc41234","Bird's Head-Summer",37,15,0.711538461538462,3,0.0810810810810811,0,0.614587189929656,0.423076923076923,0.191510266852733,2
"699","Dc46984","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.608663181478715,0.519230769230769,0.0894324122479462,2
"700","Dc47572","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.359036594473488,0.365384615384615,-0.00634802091112757,2
"701","Dc47935","Bird's Head-Summer",52,0,1,4,0.0769230769230769,0,0.63722927557879,0.615384615384615,0.0218446601941747,3
"702","Dc48207","Bird's Head-Summer",42,10,0.807692307692308,2,0.0476190476190476,0,0.0697074010327021,0.0576923076923077,0.0120150933403944,1
"703","Dc48950","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.666355489171023,0.769230769230769,-0.102875280059746,2
"704","Dc49080","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.48226288274832,0.519230769230769,-0.0369678864824496,1
"705","Dc49184","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.41168782673637,0.442307692307692,-0.030619865571322,2
"706","Dc51020","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.388162808065721,0.403846153846154,-0.0156833457804332,1
"707","Dc52523","Bird's Head-Summer",51,1,0.980769230769231,4,0.0784313725490196,0.0196078431372549,0.595806639487478,0.653846153846154,-0.0580395143586757,2
"708","Dc55481","Bird's Head-Summer",46,6,0.884615384615385,2,0.0434782608695652,0,0.400143334925944,0.365384615384615,0.0347587195413283,1
"709","Dc58248","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.556385362210605,0.519230769230769,0.0371545929798357,2
"710","Dc62188","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.608476474981329,0.653846153846154,-0.0453696788648246,2
"711","Dc67011","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.220873786407767,0.25,-0.029126213592233,1
"712","locus002","Bird's Head-Summer",38,14,0.730769230769231,2,0.0526315789473684,0,0.304561403508772,0.269230769230769,0.0353306342780028,1
"713","locus003","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.462845407020164,0.403846153846154,0.0589992531740104,1
"714","locus004","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.313666915608663,0.384615384615385,-0.0709484690067215,1
"715","locus005","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.336818521284541,0.307692307692308,0.029126213592233,1
"716","locus006","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.406086631814787,0.365384615384615,0.0407020164301719,1
"717","locus008","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.39731142643764,0.461538461538462,-0.0642270351008215,1
"718","locus013","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.48226288274832,0.480769230769231,0.00149365197908891,1
"719","locus014","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.500186706497386,0.519230769230769,-0.0190440627333831,1
"720","locus016","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.191000746825989,0.211538461538462,-0.0205377147124721,1
"721","locus022","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.556945481702763,0.615384615384615,-0.058439133681852,2
"722","locus024","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.347834204630321,0.365384615384615,-0.0175504107542942,1
"723","locus025","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.498132935026139,0.461538461538462,0.0365944734876774,1
"724","locus027","Bird's Head-Summer",38,14,0.730769230769231,2,0.0526315789473684,0,0.366315789473684,0.269230769230769,0.097085020242915,1
"725","locus030","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.501867064973861,0.461538461538462,0.0403286034353996,1
"726","locus035","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.267132595612503,0.269230769230769,-0.0020981736182667,1
"727","locus038","Bird's Head-Summer",50,2,0.961538461538462,2,0.04,0,0.503232323232323,0.442307692307692,0.060924630924631,1
"728","locus039","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.307692307692308,-0.0448095593726662,1
"729","locus040","Bird's Head-Summer",44,8,0.846153846153846,2,0.0454545454545455,0,0.270637408568443,0.230769230769231,0.0398681777992122,1
"730","locus041","Bird's Head-Summer",47,5,0.903846153846154,2,0.0425531914893617,0,0.477693891557996,0.5,-0.0223061084420041,1
"731","locus045","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.325429424943988,0.288461538461538,0.0369678864824496,2
"732","locus047","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.49570575056012,0.442307692307692,0.0533980582524273,1
"733","locus048","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.175504107542943,0.192307692307692,-0.0168035847647496,1
"734","locus053","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.595407020164302,0.673076923076923,-0.0776699029126213,2
"735","locus055","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.313666915608663,0.307692307692308,0.0059746079163554,1
"736","locus056","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.347834204630321,0.365384615384615,-0.0175504107542942,1
"737","locus058","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.486183719193428,0.384615384615385,0.101568334578043,1
"738","locus060","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.289021657953697,0.269230769230769,0.0197908887229277,1
"739","locus061","Bird's Head-Summer",50,2,0.961538461538462,2,0.04,0,0.243232323232323,0.230769230769231,0.0124630924630926,2
"740","locus062","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.486183719193428,0.461538461538462,0.0246452576549663,1
"741","locus064","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.457057505601195,0.538461538461538,-0.0814040328603435,1
"742","locus065","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.109783420463032,0.115384615384615,-0.0056011949215833,1
"743","locus073","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.504107542942494,0.615384615384615,-0.111277072442121,1
"744","locus074","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.276138909634055,0.288461538461538,-0.0123226288274833,1
"745","locus076","Bird's Head-Summer",48,4,0.923076923076923,2,0.0416666666666667,0,0.504385964912281,0.423076923076923,0.0813090418353576,1
"746","locus077","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.0746825989544437,0.0769230769230769,-0.00224047796863326,1
"747","locus080","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.503174010455564,0.480769230769231,0.0224047796863331,1
"748","locus083","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.330227140361095,0.25,0.0802271403610949,1
"749","locus088","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.325429424943988,0.365384615384615,-0.0399551904406273,1
"750","locus093","Bird's Head-Summer",41,11,0.788461538461538,2,0.048780487804878,0,0.0481782595603735,0.0384615384615385,0.00971672109883505,1
"751","locus096","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.313666915608663,0.307692307692308,0.0059746079163554,1
"752","locus098","Bird's Head-Summer",46,6,0.884615384615385,2,0.0434782608695652,0,0.379120879120879,0.326923076923077,0.0521978021978022,1
"753","locus100","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.378640776699029,0.346153846153846,0.032486930545183,3
"754","locus106","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.159634055265123,0.173076923076923,-0.0134428678117997,1
"755","locus110","Bird's Head-Summer",30,22,0.576923076923077,2,0.0666666666666667,0,0.488135593220339,0.269230769230769,0.21890482398957,1
"756","locus116","Bird's Head-Summer",46,6,0.884615384615385,2,0.0434782608695652,0,0.458671763019589,0.346153846153846,0.112517916865743,1
"757","locus119","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.504107542942494,0.653846153846154,-0.149738610903659,1
"758","locus120","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.249253174010456,0.211538461538462,0.0377147124719942,1
"759","locus126","Bird's Head-Summer",34,18,0.653846153846154,2,0.0588235294117647,0,0.395083406496927,0.230769230769231,0.164314175727696,1
"760","locus128","Bird's Head-Summer",48,4,0.923076923076923,2,0.0416666666666667,0,0.320833333333333,0.25,0.0708333333333333,1
"761","locus129","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.383681852128454,0.326923076923077,0.0567587752053771,2
"762","locus130","Bird's Head-Summer",46,6,0.884615384615385,2,0.0434782608695652,0,0.290492116579073,0.230769230769231,0.0597228858098424,1
"763","locus134","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.368745332337565,0.326923076923077,0.0418222554144885,1
"764","locus135","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.48319641523525,0.538461538461538,-0.0552651232262883,2
"765","locus137","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.307692307692308,-0.0448095593726662,1
"766","locus139","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.0924197162061242,0.0576923076923077,0.0347274085138165,1
"767","locus140","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.0924197162061242,0.0576923076923077,0.0347274085138165,1
"768","locus146","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.492905153099328,0.5,-0.00709484690067208,1
"769","locus148","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.437453323375654,0.519230769230769,-0.0817774458551158,1
"770","locus151","Bird's Head-Summer",47,5,0.903846153846154,2,0.0425531914893617,0,0.439258750857927,0.384615384615385,0.0546433662425426,1
"771","locus157","Bird's Head-Summer",46,6,0.884615384615385,2,0.0434782608695652,0,0.3561872909699,0.365384615384615,-0.00919732441471571,1
"772","locus161","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.276138909634055,0.326923076923077,-0.0507841672890218,1
"773","locus165","Bird's Head-Summer",48,4,0.923076923076923,2,0.0416666666666667,0,0.473684210526316,0.384615384615385,0.0890688259109311,1
"774","locus170","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.489731142643764,0.519230769230769,-0.0294996265870053,1
"775","locus176","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.473300970873786,0.442307692307692,0.0309932785660941,1
"776","locus184","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.388162808065721,0.403846153846154,-0.0156833457804332,1
"777","locus186","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.206123973114264,0.192307692307692,0.0138162808065721,1
"778","locus188","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.647684839432412,0.538461538461538,0.109223300970874,2
"779","locus189","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.498132935026139,0.423076923076923,0.0750560119492159,2
"780","locus190","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.388162808065721,0.365384615384615,0.0227781926811053,1
"781","locus191","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.500186706497386,0.557692307692308,-0.0575056011949215,1
"782","locus192","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.422516803584765,0.480769230769231,-0.058252427184466,1
"783","locus195","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.477968633308439,0.538461538461538,-0.0604929051530994,1
"784","locus202","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.477968633308439,0.423076923076923,0.054891710231516,1
"785","locus210","Bird's Head-Summer",36,16,0.692307692307692,2,0.0555555555555556,0,0.487871674491393,0.365384615384615,0.122487059106777,1
"786","locus215","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.414488424197162,0.307692307692308,0.106796116504854,1
"787","locus227","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.153846153846154,0.109036594473488,1
"788","locus231","Bird's Head-Summer",44,8,0.846153846153846,2,0.0454545454545455,0,0.367554858934169,0.326923076923077,0.0406317820110924,1
"789","locus235","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.406086631814787,0.442307692307692,-0.0362210604929051,1
"790","locus236","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.301530993278566,0.288461538461538,0.0130694548170277,1
"791","locus237","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.380694548170276,0.442307692307692,-0.061613144137416,2
"792","locus239","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.336818521284541,0.384615384615385,-0.0477968633308439,1
"793","locus248","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.378640776699029,0.423076923076923,-0.044436146377894,1
"794","locus255","Bird's Head-Summer",29,23,0.557692307692308,2,0.0689655172413793,0,0.333938294010889,0.230769230769231,0.103169063241658,1
"795","locus256","Bird's Head-Summer",47,5,0.903846153846154,2,0.0425531914893617,0,0.494166094715168,0.423076923076923,0.071089171638245,1
"796","locus263","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.109783420463032,0.115384615384615,-0.0056011949215833,1
"797","locus264","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.473300970873786,0.480769230769231,-0.00746825989544436,1
"798","locus274","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.457057505601195,0.423076923076923,0.0339805825242718,1
"799","locus280","Bird's Head-Summer",48,4,0.923076923076923,2,0.0416666666666667,0,0.408552631578947,0.403846153846154,0.00470647773279353,1
"800","locus282","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.437453323375654,0.365384615384615,0.0720687079910382,1
"801","locus286","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.126773711725168,0.134615384615385,-0.00784167289021664,1
"802","locus291","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.457057505601195,0.5,-0.0429424943988051,2
"803","locus292","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.498132935026139,0.653846153846154,-0.155713218820015,1
"804","locus296","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.325429424943988,0.288461538461538,0.0369678864824496,1
"805","locus301","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.358476474981329,0.346153846153846,0.0123226288274831,1
"806","locus314","Bird's Head-Summer",36,16,0.692307692307692,2,0.0555555555555556,0,0.200312989045383,0.0384615384615385,0.161851450583845,1
"807","locus321","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.457057505601195,0.538461538461538,-0.0814040328603435,1
"808","locus322","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.500186706497386,0.519230769230769,-0.0190440627333831,1
"809","locus323","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.422516803584765,0.326923076923077,0.0955937266616879,1
"810","locus329","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.492905153099328,0.538461538461538,-0.0455563853622105,1
"811","locus332","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.473300970873786,0.442307692307692,0.0309932785660941,1
"812","locus349","Bird's Head-Summer",43,9,0.826923076923077,2,0.0465116279069767,0,0.417236662106703,0.326923076923077,0.0903135851836261,1
"813","locus358","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.313666915608663,0.307692307692308,0.0059746079163554,1
"814","locus359","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.289021657953697,0.346153846153846,-0.0571321882001493,1
"815","locus360","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.489731142643764,0.557692307692308,-0.0679611650485437,1
"816","Dc00544","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.142857142857143,0.362637362637363,0.125,0.237637362637363,1
"817","Dc01018","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,1
"818","Dc01661","Bird's Head-Winter",8,0,1,3,0.375,0,0.675,0.75,-0.075,2
"819","Dc01707","Bird's Head-Winter",8,0,1,3,0.375,0,0.625,0.875,-0.25,2
"820","Dc01784","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"821","Dc02951","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"822","Dc03456","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.625,-0.1,1
"823","Dc03556","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"824","Dc05864","Bird's Head-Winter",8,0,1,3,0.375,0,0.658333333333333,0.75,-0.0916666666666667,2
"825","Dc06503","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.285714285714286,0.142857142857143,0.125,0.017857142857143,1
"826","Dc07300","Bird's Head-Winter",8,0,1,3,0.375,0,0.433333333333333,0.5,-0.0666666666666667,2
"827","Dc07937","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,2
"828","Dc08054","Bird's Head-Winter",8,0,1,3,0.375,0,0.658333333333333,0.625,0.0333333333333333,2
"829","Dc08189","Bird's Head-Winter",8,0,1,3,0.375,0,0.675,0.625,0.05,2
"830","Dc08463","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.75,-0.25,1
"831","Dc08578","Bird's Head-Winter",7,1,0.875,3,0.428571428571429,0.142857142857143,0.648351648351648,0.375,0.273351648351648,2
"832","Dc08865","Bird's Head-Winter",8,0,1,3,0.375,0.125,0.508333333333333,0.375,0.133333333333333,2
"833","Dc10003","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.125,0.2,1
"834","Dc10390","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,1
"835","Dc10878","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.142857142857143,0.538461538461538,0.375,0.163461538461538,1
"836","Dc10885","Bird's Head-Winter",8,0,1,3,0.375,0.125,0.575,0.625,-0.05,2
"837","Dc11203","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,2
"838","Dc11714","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.25,0.15,1
"839","Dc13159","Bird's Head-Winter",8,0,1,3,0.375,0,0.675,0.875,-0.2,2
"840","Dc13592","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,2
"841","Dc14022","Bird's Head-Winter",8,0,1,1,0.125,0,0,0,0,1
"842","Dc14945","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.233333333333333,0,0.233333333333333,1
"843","Dc16747","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.75,-0.25,1
"844","Dc18951","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"845","Dc20232","Bird's Head-Winter",8,0,1,3,0.375,0.125,0.341666666666667,0.375,-0.0333333333333333,2
"846","Dc22883","Bird's Head-Winter",8,0,1,3,0.375,0,0.658333333333333,0.875,-0.216666666666667,2
"847","Dc22887","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"848","Dc27955","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"849","Dc28124","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"850","Dc28776","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"851","Dc30071","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,1,-0.466666666666667,1
"852","Dc31007","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.285714285714286,0.142857142857143,0.125,0.017857142857143,1
"853","Dc33714","Bird's Head-Winter",8,0,1,3,0.375,0.125,0.591666666666667,0.75,-0.158333333333333,2
"854","Dc33907","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"855","Dc34902","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.25,0.15,1
"856","Dc35779","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,1
"857","Dc36571","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.142857142857143,0.527472527472528,0.25,0.277472527472528,1
"858","Dc36616","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"859","Dc36767","Bird's Head-Winter",8,0,1,3,0.375,0.125,0.341666666666667,0.375,-0.0333333333333333,2
"860","Dc40235","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"861","Dc41234","Bird's Head-Winter",8,0,1,3,0.375,0,0.658333333333333,0.5,0.158333333333333,2
"862","Dc46984","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,2
"863","Dc47572","Bird's Head-Winter",8,0,1,3,0.375,0,0.633333333333333,0.625,0.0083333333333333,2
"864","Dc47935","Bird's Head-Winter",8,0,1,4,0.5,0.125,0.691666666666667,0.875,-0.183333333333333,3
"865","Dc48207","Bird's Head-Winter",8,0,1,1,0.125,0,0,0,0,1
"866","Dc48950","Bird's Head-Winter",8,0,1,3,0.375,0,0.633333333333333,0.75,-0.116666666666667,2
"867","Dc49080","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"868","Dc49184","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,2
"869","Dc51020","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"870","Dc52523","Bird's Head-Winter",8,0,1,4,0.5,0,0.708333333333333,0.5,0.208333333333333,2
"871","Dc55481","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.25,0.15,1
"872","Dc58248","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,2
"873","Dc62188","Bird's Head-Winter",8,0,1,3,0.375,0,0.633333333333333,0.625,0.0083333333333333,2
"874","Dc67011","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"875","locus002","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.142857142857143,0.263736263736264,0.25,0.0137362637362638,1
"876","locus003","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"877","locus004","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,0.75,-0.216666666666667,1
"878","locus005","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"879","locus006","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"880","locus008","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"881","locus013","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,1
"882","locus014","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.125,0.4,1
"883","locus016","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.285714285714286,0.142857142857143,0.125,0.017857142857143,1
"884","locus022","Bird's Head-Winter",8,0,1,3,0.375,0,0.575,0.75,-0.175,2
"885","locus024","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"886","locus025","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"887","locus027","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"888","locus030","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,0.5,0.0333333333333333,1
"889","locus035","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"890","locus038","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"891","locus039","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,1
"892","locus040","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.233333333333333,0,0.233333333333333,1
"893","locus041","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"894","locus045","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,2
"895","locus047","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,0.5,0.0333333333333333,1
"896","locus048","Bird's Head-Winter",8,0,1,1,0.125,0,0,0,0,1
"897","locus053","Bird's Head-Winter",8,0,1,3,0.375,0.125,0.541666666666667,0.625,-0.0833333333333334,2
"898","locus055","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.125,0.2,1
"899","locus056","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"900","locus058","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"901","locus060","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"902","locus061","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,2
"903","locus062","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.875,-0.35,1
"904","locus064","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"905","locus065","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"906","locus073","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"907","locus074","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,1
"908","locus076","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"909","locus077","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"910","locus080","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,1
"911","locus083","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
